,A-B_follower_count,A-B_following_count,A-B_listed_count,A-B_mentions_received,A-B_retweets_received,A-B_mentions_sent,A-B_retweets_sent,A-B_posts,A-B_network_feature_1,A-B_network_feature_2,A-B_network_feature_3,predictions
82,-35637,-2024,-14913,-79.11098699999997,42.91075206650001,25.568577269229998,2.1574274419200004,19.03378311477,-471,-240.65441956819998,-4961.998190050001,[0]
83,-233166,4128,-1829,-26.124430088700002,-26.534931685820002,7.128287477580001,0.501221505968,7.43959121835,-152,135.36720713940002,781.5932629399999,[0]
84,62235,24615,1548,41.56902778894,11.39339045452,10.473944419499999,-0.24143311316000002,8.174910766994,162,67.3816964286,2686.7485119,[1]
85,-68387,-2126,-3684,-570.7106728210001,-232.46767231389998,-7.58556137422,-4.992172458075,2.405843793700001,-2223,-9.563253114799998,-396.57905030999996,[0]
86,-120773,1136,-6500,-611.1726213798,-164.23013557829,14.84614461185,1.519828735455,5.20698505093,-2207,47.8428118395,640.2619450400002,[0]
87,58105,748,2858,95.3567861076,17.7375570919,4.68741513443,1.229931739336,3.2096251555300004,381,184.120143536,5239.095412680001,[1]
88,500679,2362,6688,307.25371074918297,72.214822839543,1.2686632503720001,0.26456900988200005,1.9998107015320001,1091,69.1588021779,4268.37931034,[1]
89,-698440,20544,-6796,-1693.94760138455,-316.746848980965,-2.49740260745,-0.7745720583000002,-3.9513415670399996,-5203,214.9729408583,8604.500675120002,[0]
90,798453,-245,14865,6841.893424551799,5009.77584204158,21.16717819182,2.285034615005,17.13929043588,23842,-42.6665377369,-1090.12375441,[1]
91,-360553,-4243,-6789,-5432.9325082099995,-5168.873974728001,-9.8097000574,0.697567779319,-9.9569258679,-2361,-17.3404434993,-1724.99010385,[0]
92,1832713,342,30578,1673.711704612053,388.32592389046505,29.231348444265,7.207790087255001,17.063747544191,6259,-782.77398553,-8784.60522177,[1]
93,141065,3107,-1656,-21.395211171400007,-16.1203432339,12.56564862169,0.729591653828,6.952276896720001,-132,154.0147092243,4955.673022180001,[0]
94,-232259,-1936,-3094,-168.0956700224,-71.9276830067,-7.097827080785001,-1.940007726585,-6.75527609982,-668,10.2754504515,-4519.942280460001,[0]
95,-208,-53,-6,-0.45134327412999986,-0.020055286645000003,-0.727876267856,0.0,-1.7060755352660002,2,-19.222222222222,-3761.777777778,[0]
96,480512,260376,5999,74.63761036529999,48.575570434650004,-7.976994490715,-2.051519521165,-0.8087250303999998,304,-84.22168127180001,-106.22612788000015,[1]
97,-39008,-314,-1609,-37.04137218612,-8.666301274451,-2.417192149232,-0.22240625720799995,0.20634603591,-151,-125.280674847,-2357.598670753,[0]
98,-1052858,14859,-3596,-893.4392135326,-207.01901198245997,-11.921277862864999,-7.465139581665,-12.691878093565,-3297,311.1397397167,16127.27308067,[0]
99,43408,-3874,-112,116.9009042114,27.9762388026,0.0,0.0,-3.2181418956449996,373,-58.197881682399995,-1045.65965165,[1]
100,6136,853,-155,-6.703204410911,-4.030034758103,0.26695919770200005,0.0,-1.7245544014929999,-23,38.06,3053.74,[0]
101,-205336,-2558,-6563,181.456068658,64.027323239,-0.3708778814600002,-0.194868821092,-1.73136051441,741,27.437279506399996,2310.95699334,[1]
102,461416,331155,857,199.94706683527002,136.151073939465,-0.47325718841699993,0.0,-0.46854827939199994,726,14.633879781400001,1940.5601092900001,[1]
103,-139995,-125454,-8695,-870.08787565204,-345.05955446112995,-4.397967261115,0.0,-33.86890974517,-2750,-100.734781061,-4745.018175706,[0]
104,9306697,1211,15103,4259.1647129161,644.5997244770999,-5.1646053192500005,-0.7123443476499998,-9.4934472902,11945,-142.81550883230003,-1717.8988292,[1]
105,423289,37901,3994,-181.8339648635,-67.00183954792999,-1.48199878042,-1.4764954164120003,-0.7664436323500001,-717,327.7245554965,12458.867918959999,[1]
106,172669,2115,16261,345.966494470781,85.21612691328099,5.17018762434,1.237411867535,5.42153340029,1321,267.63298272,8989.71487603,[1]
107,77590,605,3664,165.493980194465,89.04265305396501,5.085763486255001,2.316328011665,6.583401704741,682,82.9869565217,3777.76666667,[1]
108,126515,611,4106,171.470228399982,36.944958489781996,4.310819305415,1.4297191339350002,4.1023792263550005,689,49.044159543999996,580.9686609700002,[1]
109,-4636460,314,-34921,52.454306172999964,98.50036337120002,0.234262308266,0.234262308266,0.234262308266,16,22.9276452079,4258.16604294,[1]
110,2050990,20014,8579,3393.14697004,-311.28058430007997,-2.770596211624,-1.5187041296860002,-5.40232864223,13339,-8.817148643060001,-881.245715995,[1]
111,410470,38178,2986,-120.6648985105,-83.99959063973,-2.8866010928200003,-1.8453895444520003,-4.8820882213,-512,313.4457920163,10447.408771929999,[1]
112,-2269682,-2430,-11759,-6775.70797251428,-2943.09856665587,-8.472116048019998,-1.4589064021000002,-62.432654885450006,-21649,72.3475322396,1733.5910878500001,[0]
113,-739561,-10716,-1277,-94.33592637221,-96.49401290755101,-0.20581383632999994,-0.953854679995,-0.6371271806399998,-426,-9.1916859122,-870.0273287143,[0]
114,-9538263,-1987,-17730,-4329.02066013515,-664.17330362066,-7.276492611115001,-1.737877362225,-1.02160817667,-12227,-3.945138416699999,-3014.6518504100004,[0]
115,-355989,-85868,-5242,-131.145287653661,-23.178333766175,-7.281109145045001,0.0,-7.305912874395,-566,-188.589160839,-7936.169580420001,[0]
116,-27503,-2923,-325,-24.520546697465,-3.7446549552049997,-0.78501862566,-0.78758302506,-0.78501862566,-104,-100.39047619,-28149.4761905,[0]
117,-4488945,-399,-29757,-4498.86977705955,-2206.248613137237,-26.629792790556003,-12.291150769856,-28.473659757885002,-16641,37.8522736729,-223.42073351999989,[0]
118,142378,-23822,-977,-44.30810287099999,68.87642500679999,0.5347153017200004,1.940007726585,1.6097146189699991,136,-57.0960596303,4320.58058297,[1]
119,98693,2234,5607,385.43841202132,172.082926707465,8.004169458620002,4.73525742823,10.420475687820002,1329,61.6397331357,2080.33358043,[1]
120,7052,617,109,1.976046428,0.61405298161,0.5051866820869999,-0.25643994014500004,1.00064540426,10,13.2727272727,520.181818182,[1]
121,335513,-118225,2921,391.5773536523,276.82887681600005,18.9552024957,0.0,14.434299722040002,1587,-8.90708141799999,-405.23874161000003,[1]
122,48432,22805,917,61.630760711428,18.284857562528,0.0,0.0,0.0,228,79.3433476395,4394.68240343,[1]
123,132080,56564,1778,380.51996347121,13.512815107950999,24.59040598549,0.24143311316000002,14.763220222289998,798,269.116707617,12690.0851761333,[1]
124,-97181,25933,434,35.545202906799986,7.381146776600001,4.00820740243,0.23901878202899998,9.255517406800001,-127,-29.7937819758,-6989.54073201,[1]
125,-8962276,730,-10526,-4039.380080985,-532.7393723099999,7.65602971445,2.96879909151,5.148437992330001,-11051,70.7986364177,134.37043435999976,[0]
126,43186,861,2566,108.6177258763,5.540175508899999,-23.7382369119,3.2329884456549998,-18.769144593,404,117.3770824966,1347.5418203000002,[1]
127,-35096,241,-2328,-93.694530963165,-40.219599784364995,-3.6616031956349997,-0.243871831475,-2.901765775657,-386,-80.4358974359,-2084.61794872,[0]
128,468,58,22,3.8597468624249998,0.178588163953,1.703239258125,0.25903024257100005,1.454415840645,17,95.6470588235,2144.05882353,[1]
129,346019,1135,2792,24.189488598161,4.100663477943,1.7769438008029999,0.505263357628,1.259576351083,90,207.755319149,4680.5,[1]
130,1813719,-795,29967,1639.9831187472,367.10922529080005,27.98388433697,6.707579363203,16.29378773665,6104,-32.3526018822,734.3916335800002,[1]
131,-219614,564,-1056,-448.60343237152,-139.388944391652,-8.66909239604,-2.17355713745,-10.69474478663,-1788,196.9630821918,12651.69232877,[0]
132,-1094439,888,-10571,-68.92862562262,-19.577309731279,0.485599093603,0.0,0.48559909360299996,-270,71.2345468335,1894.2745544190002,[0]
133,-5292,-5454,-393,-6.58298026831,-2.281343967101,-1.6717854245650001,-0.24143311316000002,-0.724689583681,-26,-85.8214285714,-1695.92857143,[0]
134,-276186,-1732,-1247,-30.326891728840003,-10.875981466550002,-6.932943533083,-0.737438226327,-4.424223377193,-136,-233.65551470600002,-29169.4055147,[0]
135,105662,-3175,15,-3.3620191192439997,-2.265039341935,3.511436290155,3.270003176995,9.49143356017,-14,2.3333333333299997,490.3888888859999,[1]
136,7160338,-20842,28718,29145.47386847455,18082.026779501964,-0.9831508534149999,-0.9831508534149999,1.9696520316199995,88147,-224.51036277681,-9291.557800411001,[1]
137,126717,586,4115,171.719051817465,37.193781907265,4.310819305415,1.4297191339350002,3.851042441019,690,126.044159544,3627.96866097,[1]
138,-37284,-20894,137,-30.7229071731,-9.11116176875,12.608136607765,0.990922022345,16.893715326565,-103,242.49917204550002,2091.3097225500005,[0]
139,-553227,5538,-5551,-517.5729026466,-272.1503230735,9.79136483238,0.44807019555999994,0.3557200784999992,-2158,24.078007274700006,-204.8111664600001,[0]
140,-266295,-1349,-6729,-659.4520895259,-296.98982932046505,-28.157496604265,-0.7391789848479999,-20.119488061892,-2371,30.20401002509999,-1291.9081871299998,[0]
141,93835,-1631,343,77.32468250342001,43.000408282979,6.004142657621999,2.238629879265,11.252205374726001,278,-75.73569023565001,-544.8148148200003,[1]
142,-356041,-1855,-2787,-24.469531452821002,-4.367622675645,-2.0439029985049997,-0.505263357628,-1.526535548785,-91,-257.255319149,-7985.0,[0]
143,-206798,-15189,-2511,-7.5192842646099995,-4.037353346691,1.231004621175,0.0,2.730123442775,-63,-319.188405797,-17357.9492753333,[0]
144,-512998,1417,-10397,-2417.61842497923,-981.163890250428,-13.825081462664999,0.0,-32.872520557665,-8547,-56.453560132730004,-4643.077566917,[0]
145,110509,55392,1552,297.7542813536,-12.0081710037,20.212585316930003,-0.769222350485,12.417226999129998,435,252.67373679469998,11455.88579505,[1]
146,-481406,-38120,-6554,-42.596595315820004,-4.429009432625,-1.4375357712030001,-0.4709384672129999,-0.93968686121,-159,-383.1600212653,-13704.993620418,[0]
147,2745179,6901,22723,349.267944657183,106.770773722343,-0.23088971229199995,-0.23901878202899998,1.559610667202,1357,54.218228032,3583.91648511,[1]
148,47072,-154,2516,96.02526634856,26.917399558966,0.6957590555509999,0.231919685184,-0.258435882181,421,222.18045977,6710.601149430001,[1]
149,625,444,37,3.7564585668989996,0.6091897029669999,1.217069237979,0.734203011657,1.4808248329090001,14,99.80000000000001,1912.46666667,[1]
150,570,-671,-105,109.78643579533,2.96691134659,3.6796262218790003,0.01269505926300002,-1.2722867296799998,220,-25.41649159664,190.41018907600005,[1]
151,-573868,-668,-4559,-516.0145040307,-301.5324946183,-3.2560165422340006,-1.008142729171,-11.972612391981,-2106,205.84180037800002,6258.732170470001,[0]
152,120752,13276,10777,262.6918703652,92.98017214702,10.885783082765,1.259701290825,11.067901194165,1041,226.764159703,6450.8399172790005,[1]
153,54199,7154,2596,111.86970872842,22.475577514151,16.057233666412,1.750562032615,9.470171648460001,429,251.301454139,7995.233221473,[1]
154,-192503,-245,-4439,-704.0517343082801,-308.79404366187,-5.25149006488,-3.75972124205,-13.254672675250001,-2660,39.6499993691,806.8348158500003,[0]
155,-52884,-1272,-488,-191.132796240065,-62.418871463965,0.0,0.0,1.521477528695,-598,33.8234323432,1881.53630363,[0]
156,-4047035,666,-85941,10980.68654443,3837.504222825,0.19271258989700002,0.0,1.196539721057,20938,-27.33583750949,-651.09334913,[1]
157,-766,5614,176,11.169994639019999,3.303490757863,3.963208648287,0.0,3.189747836015,42,46.767295597300006,2736.48008386,[1]
158,-175451,-665,-3719,-143.51191996632,-73.28840129185501,-22.687059315533,0.0,-14.59565385216,-556,-263.2237884063,-7517.884383908,[0]
159,52668,737,434,190.481180075623,62.624441564365,-0.9465143768350001,-0.23662859420899998,-0.23662859420899998,595,-139.5734323432,1382.46369637,[1]
160,126010,47698,8737,112.0274365462,63.133817021599995,-0.039611938329999985,-0.500210724052,2.6699040483500003,443,-30.776309927200003,25.122884999999997,[1]
161,101075,13422,10821,255.34803652559998,87.24380128823,8.85051912968,0.7608224079389999,6.50203977759,1013,112.66612048699999,652.5484734300007,[1]
162,-839310,2482,-12777,-68.57146310600001,-34.5356164611,19.62773736827,-0.537790638484,24.890287256769998,-291,49.139343414000024,2057.73161765,[0]
163,5160242,31999,15884,173490.394040307,52275.671249768,-12.1403499233,1.552396844495,-2.4679767867999995,213151,-271.14831303591,-6807.5534213,[1]
164,-3895,356,90,-1.3652395924,-5.689610012,-1.03997028315,-0.00123204792000009,-2.58864674118,-10,-81.64565826360001,-3317.3585434199995,[0]
165,853430,-3345,8223,9655.66653377,4937.350446319901,-10.822478607799999,-1.220177675685,177.7943524545,27881,-224.8231205772,-10941.087922280001,[1]
166,22928,2615,-468,-29.37978664323,-1.353979170148,-5.211891159095,0.0,-4.718639589715,-108,-221.55855855833,-7309.072072077,[0]
167,-1345077,4,-15230,-19121.06199621175,-14546.85776055008,-1.6979554767029998,-0.480451895189,-15.914039943263,-52540,76.03255230322,1243.736363636,[0]
168,54957,320,1049,166.1163921563,95.15812516535,3.007987118265,1.514213466555,4.301415342465,637,-19.522131319400003,692.9175582100002,[1]
169,-218929,35461,11826,-2241.8361433140003,-939.1296673492,-7.076357592509999,1.2445700395650001,-28.613158467919998,-7854,175.2178413826,2307.05358839,[0]
170,-90151,2488,-8164,-3840.3683562498,-1557.8479666731,2.2085254748059997,0.0,-9.7006421214,-10205,59.610924494900004,8983.38011383,[0]
171,80871,-6495,2196,38.76017017029999,20.533412553999998,-6.739612417696,-2.707385784535,-4.706672312366,198,25.304995618000007,2730.7153082100003,[1]
172,-590,-921,-6,-3.843344980945,-0.518086649813,-4.669426306425001,-0.7696327683749999,-2.6063986781270003,-8,-210.625,-14027.5,[0]
173,3281253,-466,19066,5648.156040309999,3199.656063477,-0.7054477590700001,-0.520834738446,1.1878133492400007,20343,-71.7335948818,-3119.94620512,[1]
174,-2794267,-550190,-3668,2682.674643404,672.208461415,-33.48851365877,1.6716121787409999,-19.192380621399998,8762,-21.532964400800005,-1141.16274763,[1]
175,-121257,5935,-964,-267.104088211281,-128.607379405465,-32.281047794464996,-3.394839309455,-23.26547129166,-851,102.5214368482,-1471.21668598,[0]
176,289,-256,34,2.5255539022,0.45811379997799995,0.07790558616999999,0.27627718910599997,1.0962055479000001,9,159.1,2430.1,[1]
177,-126030,-1320,-2184,158.20240992099997,158.00812970700002,15.155028712499998,-4.7066764537350005,12.80113331977,592,71.8221872256,2208.89684802,[1]
178,-628852,2558,-7475,-610.8437473400401,-326.75897815512997,-3.951775597785,-1.240062414355,-11.195967457070001,-2519,-30.838659391999997,-1699.624534516,[0]
179,-754494,275526,-10258,-1401.1104589814001,-566.3006797523501,-2.706938423165,-0.759853520475,-8.928214965725,-4910,-38.2304238827,-379.88348980000046,[0]
180,638239,71,1491,20677.306574017515,5606.863947581464,1.225583640305,0.0,33.582398692865,56194,-32.55242459356,-148.457986587,[1]
181,-5076,78,-320,-6.21335563505,-1.092567853525,-0.502698958227,0.0,-0.502698958227,-27,-87.2333333337,-1248.1666666600001,[0]
182,931,731,26,-1.344670177565,0.0,1.0337661657550001,0.0,1.034172417912,-5,-96.6,-1414.2,[1]
183,1094,277,103,0.26695919770200005,0.26695919770200005,0.0,0.0,-0.243871831475,1,9.0,1096.0,[1]
184,-42770,-21230,-654,-22.335233060599997,-14.71244801148,1.415449712645,0.0,1.1811874043850001,-113,-16.3518222158,-1927.73325089,[0]
